name,reported_media,harmonized_media
chem_theatre,Gaseous phase,ambient air
chem_theatre,Outdoor air,ambient air
CTD,air,ambient air
CTD,"air, ambient",ambient air
CTD,"air, outdoor",ambient air
usgs_tissue,Phalacrocorax auritus,wildlife (birds)
CTD,"milk, human",Breast milk
CTD,"water, drinking",drinking water
CTD,"water, drinking, bottled",drinking water
CTD,"water, tap",drinking water
fda,"Bottled drinking water (mineral/spring), not carbonated or flavored",drinking water
ctd,"water, cooking",drinking water
ctd,fish,wildlife (fish)
CTD,food,food product
fda,"Apple juice, bottled",food product
fda,"Applesauce, bottled",food product
fda,"Apricots, canned in heavy/light syrup",food product
fda,"Bagel, plain, toasted",food product
fda,"Beef roast, chuck, oven-roasted",food product
fda,"Beef steak, loin/sirloin, broiled",food product
fda,"Beef stroganoff w/ noodles, homemade",food product
fda,"Beef w/ vegetables in sauce, from Chinese carry-out",food product
fda,"Beef, ground, regular, pan-cooked",food product
fda,Beer,food product
fda,"Beets, canned",food product
fda,"BF, apples with berries",food product
fda,"BF, apples with berries ",food product
fda,"BF, apples with fruit other than berries",food product
fda,"BF, applesauce",food product
fda,"BF, apricots w/ mixed fruit",food product
fda,"BF, apricots w/ mixed fruit ",food product
fda,"BF, arrowroot cookies",food product
fda,"BF, arrowroot cookies ",food product
fda,"BF, banana dessert",food product
fda,"BF, banana dessert ",food product
fda,"BF, bananas",food product
fda,"BF, bananas and pineapple",food product
fda,"BF, bananas and pineapple ",food product
fda,"BF, beef and broth/gravy",food product
fda,"BF, beef and noodles/beef stroganoff",food product
fda,"BF, beef and noodles/beef stroganoff ",food product
fda,"BF, carrots",food product
fda,"BF, cereal, barley, dry, prep w/ water",food product
fda,"BF, cereal, barley, dry, prep w/ water ",food product
fda,"BF, cereal, mixed, dry, prep w/ water",food product
fda,"BF, cereal, mixed, dry, prep w/ water ",food product
fda,"BF, cereal, oatmeal w/ fruit, prep w/ water",food product
fda,"BF, cereal, oatmeal w/ fruit, prep w/ water ",food product
fda,"BF, cereal, oatmeal, dry, prep w/ water",food product
fda,"BF, cereal, rice w/apples, dry, prep w/ water",food product
fda,"BF, cereal, rice, dry, prep w/ water",food product
fda,"BF, chicken and broth/gravy",food product
fda,"BF, chicken noodle dinner",food product
fda,"BF, chicken w/ rice",food product
fda,"BF, chicken w/ rice ",food product
fda,"BF, custard/pudding",food product
fda,"BF, Dutch apple/apple cobbler",food product
fda,"BF, fruit dessert/pudding",food product
fda,"BF, fruit yogurt dessert",food product
fda,"BF, fruit yogurt dessert ",food product
fda,"BF, green beans",food product
fda,"Infant formula, milk-based, high iron, RTF",food product
fda,"BF, Infant formula, milk-based, high iron, RTF",food product
fda,"Infant formula, milk-based, low iron, RTF",food product
fda,"BF, Infant formula, milk-based, high iron, RTF",food product
fda,"BF, Infant formula, milk-based, iron fortified, RTF",food product
fda,"BF, Infant formula, milk-based, iron fortified, RTF ",food product
fda,"BF, Infant formula, milk-based, low iron, RTF",food product
fda,"BF, Infant formula, soy-based, RTF",food product
fda,"BF, juice, apple",food product
fda,"BF, juice, apple-banana",food product
fda,"BF, juice, apple-banana ",food product
fda,"BF, juice, apple-cherry",food product
fda,"BF, juice, apple-cherry ",food product
fda,"BF, juice, apple-grape",food product
fda,"BF, juice, apple-grape ",food product
fda,"BF, juice, grape",food product
fda,"BF, juice, grape ",food product
fda,"BF, juice, mixed fruit",food product
fda,"BF, juice, mixed fruit ",food product
fda,"BF, juice, orange",food product
fda,"BF, juice, pear",food product
fda,"BF, juice, pear ",food product
fda,"BF, lamb and broth/gravy",food product
fda,"BF, macaroni and cheese",food product
fda,"BF, macaroni and cheese ",food product
fda,"BF, macaroni, tomato and beef",food product
fda,"BF, mixed vegetables",food product
fda,"BF, peach cobbler/dessert",food product
fda,"BF, peach cobbler/dessert ",food product
fda,"BF, peaches",food product
fda,"BF, pears",food product
fda,"BF, pears and pineapple",food product
fda,"BF, pears and pineapple ",food product
fda,"BF, peas",food product
fda,"BF, plums/prunes w/ apples or pears",food product
fda,"BF, plums/prunes w/ apples or pears ",food product
fda,"BF, plums/prunes w/apples or pears",food product
fda,"BF, squash",food product
fda,"BF, sweet potatoes",food product
fda,"BF, teething biscuits",food product
fda,"BF, turkey and  rice",food product
fda,"BF, turkey and rice",food product
fda,"BF, turkey and broth/gravy",food product
fda,"BF, veal and broth/gravy",food product
fda,"BF, vegetables and beef",food product
fda,"BF, vegetables and chicken",food product
fda,"BF, vegetables and ham",food product
fda,"BF, vegetables and turkey",food product
fda,"BF, vegetables and turkey ",food product
fda,"BF, zweiback toast",food product
fda,"BF, zweiback toast ",food product
fda,BF. apples with berries,food product
fda,"Biscuits, refrigerated-type, baked",food product
fda,Black olives,food product
fda,Bologna (beef/pork),food product
fda,"Bread, cracked wheat",food product
fda,"Bread, multigrain",food product
fda,"Bread, rye",food product
fda,"Bread, white, enriched",food product
fda,"Bread, whole wheat",food product
fda,Breakfast tart/toaster pastry,food product
fda,"Brown gravy, canned or bottled",food product
fda,Brownie,food product
fda,"Burrito w/ beef, beans and cheese, from Mexican carry-out",food product
fda,"Butter, regular (not lowfat)",food product
fda,"Butter, regular (not lowfat), salted",food product
fda,"Cake, chocolate w/ icing",food product
fda,"Cake, white w/ icing (formerly yellow cake)",food product
fda,"Cake, white w/ icing",food product
fda,"Cake, yellow w/ icing",food product
fda,"Candy bar, chocolate, nougat, and nuts",food product
fda,"Candy bar, milk chocolate, plain",food product
fda,"Candy, hard, any flavor",food product
fda,"Carbonated beverage, cola, low-calorie",food product
fda,"Carbonated beverage, cola, regular",food product
fda,"Carbonated beverage, fruit-flavored, regular",food product
fda,"Catfish, pan-cooked w/ oil",food product
fda,"Cheese, American, processed",food product
fda,"Cheese, cheddar, natural (sharp/mild)",food product
fda,"Cheese, Swiss, natural",food product
fda,"Chicken breast, fried, fast-food (w/ skin)",food product
fda,"Chicken breast, oven-roasted (skin removed)",food product
fda,"Chicken filet (broiled) sandwich on bun, fast-food",food product
fda,"Chicken leg, fried, fast-food (w/ skin)",food product
fda,"Chicken leg, fried, fast-food  (w/ skin)",food product
fda,"Chicken nuggets, fast-food",food product
fda,"Chicken potpie, frozen, heated",food product
fda,"Chicken thigh, oven-roasted (skin removed)",food product
fda,"Chicken w/ vegetables in sauce, from Chinese carry-out",food product
fda,"Chili con carne w/ beans, canned",food product
fda,Chocolate chip cookies,food product
fda,"Clam chowder, New England, canned, cond, prep w/ whl milk",food product
fda,"Coffee, decaffeinated, from ground",food product
fda,"Coffee, from ground",food product
fda,"Coleslaw, mayonnaise-type, from grocery/deli",food product
fda,Corn flakes cereal,food product
fda,"Corn, canned",food product
fda,"Corn/hominy grits, enriched, cooked",food product
fda,Corn/tortilla chips,food product
fda,"Cornbread, homemade",food product
fda,"Cottage cheese, creamed, lowfat (2% milk fat)",food product
fda,"Crackers, butter-type",food product
fda,"Crackers, graham",food product
fda,"Crackers, saltine",food product
fda,"Cranberry juice cocktail, canned/bottled",food product
fda,Cream cheese,food product
fda,"Cream of wheat (farina), enriched, cooked",food product
fda,"Cream substitute, non-diary, liquid/frozen",food product
fda,"Cream substitute, non-dairy, liquid/frozen",food product
fda,"Cream, half & half",food product
fda,Crisped rice cereal,food product
fda,Dill cucumber pickles,food product
fda,"Doughnut, cake-type, any flavor, from donut store",food product
fda,"Egg, cheese, and ham on English muffin, fast-food",food product
fda,"Eggs, boiled",food product
fda,"Eggs, scrambled w/ oil",food product
fda,"English muffin, plain, toasted",food product
fda,"Fish sandwich on bun, fast-food",food product
fda,"Fish sticks or patty, frozen, oven-cooked",food product
fda,"Frankfurter (beef/pork), boiled",food product
fda,"French fries, fast-food",food product
fda,"Fried rice, meatless, from Chinese carry-out",food product
fda,"Fruit cocktail, canned in light syrup",food product
fda,"Fruit drink (10% juice), canned or bottled",food product
fda,"Fruit drink, from powder",food product
fda,"Fruit juice blend (100% juice), canned/bottled",food product
fda,"Fruit-flavored cereal, presweetened",food product
fda,"Gelatin dessert, any flavor",food product
fda,"Granola bar, w/ raisins",food product
fda,Granola w/ raisins,food product
fda,"Grape juice, frozen conc, reconstituted",food product
fda,"Grapefruit juice, bottled",food product
fda,"Green beans, canned",food product
fda,"Ham, cured (not canned), baked",food product
fda,Honey,food product
fda,"Ice cream, light, vanilla",food product
fda,"Ice cream, regular (not lowfat), vanilla",food product
fda,"BF, Infant formula, milk-based, high iron, RTF",food product
fda,"Infant formula, soy-based, RTF",food product
fda,"Jelly, any flavor",food product
fda,"Lamb chop, pan-cooked w/ oil",food product
fda,"Lasagna w/ meat, frozen, heated",food product
fda,"Lemonade, frozen conc, reconstituted",food product
fda,"Liver (beef/calf), pan-cooked w/ oil",food product
fda,Luncheon meat (chicken/turkey),food product
fda,"Luncheon meat, ham",food product
fda,Luncheon meat (ham),food product
fda,"Macaroni and cheese, prepared from box mix",food product
fda,"Macaroni salad, from grocery/deli",food product
fda,"Margarine, regular (not lowfat), salted",food product
fda,"Mayonnaise, regular, bottled",food product
fda,"Meal replacement, liquid RTD, any flavor",food product
fda,"Meatloaf, beef, homemade",food product
fda,"Milk shake, chocolate, fast-food",food product
fda,"Product-RTE-Fully Cooked, Sausage Products",food product
fda,"Muffin, fruit or plain",food product
fda,"Mustard, yellow, plain",food product
fda,"Noodles, egg, enriched, boiled",food product
fda,Oat ring cereal,food product
fda,"Oatmeal, plain, cooked",food product
fda,Olive oil,food product
fda,"Orange juice, bottled/carton",food product
fda,"Orange juice, frozen conc, reconstituted",food product
fda,"Pancakes, frozen, heated",food product
fda,"Peach, canned in light/medium syrup",food product
fda,"Peanut butter, creamy",food product
fda,"Peanut butter, smooth/creamy",food product
fda,"Peanuts, dry roasted, salted",food product
fda,"Pear, canned in light syrup",food product
fda,"Pie, apple, fresh/frozen",food product
fda,"Pie, pumpkin, fresh/frozen",food product
fda,"Pineapple juice, frozen conc, reconstituted",food product
fda,"Pineapple, canned in juice",food product
fda,"Pinto beans, dry, boiled",food product
fda,"Pizza, cheese and pepperoni, regular crust, from pizza carry-out",food product
fda,"Popcorn, microwave, butter-flavored",food product
fda,"Popsicle, fruit-flavored",food product
fda,"Pork and beans, canned",food product
fda,"Pork bacon, oven-cooked",food product
fda,"Pork chop, pan-cooked w/ oil",food product
fda,"Pork roast, loin, oven-roasted",food product
fda,"Pork sausage (link/patty), oven-cooked",food product
fda,"Pork sausage, (link/patty) oven-cooked",food product
fda,"Pork sausage, (link/patty) oven-cooked",food product
fda,"Pork sausage, (link/patty) oven-cooked",food product
fda,Potato chips,food product
fda,"Potato salad, mayonnaise-type, from grocery/deli",food product
fda,"Potato, boiled (w/out peel)",food product
fda,"Potato, mashed, prepared from fresh",food product
fda,"Potatoes, mashed, prepared from fresh",food product
fda,"Pretzels, hard, salted",food product
fda,"Prune juice, bottled",food product
fda,"Pudding, ready-to-eat, flavor other than chocolate",food product
fda,"Quarter-pound cheeseburger on bun, fast-food",food product
fda,"Quarter-pound hamburger on bun, fast-food",food product
fda,Raisin bran cereal,food product
fda,"Refried beans, canned",food product
fda,"Rice, white, enriched, cooked",food product
fda,"Salad dressing, creamy/buttermilk type, low-calorie",food product
fda,"Salad dressing, creamy/buttermilk type, regular",food product
fda,"Salad dressing, Italian, regular",food product
fda,"Salami, luncheon-meat type (not hard)",food product
fda,"Salmon, steaks/fillets, baked",food product
fda,Sandwich cookies w/ cr?me filling,food product
fda,Sandwich cookies w/ creme filling,food product
fda,"Sherbet, fruit-flavored",food product
fda,Shredded wheat cereal,food product
fda,"Shrimp, boiled",food product
fda,"Soup, bean w/ bacon/pork, canned, cond, prep w/ water",food product
fda,"Soup, chicken noodle, canned, cond, prep w/ water",food product
fda,"Soup, Oriental noodles (ramen noodles), prep w/ water",food product
fda,"Soup, tomato, canned, cond, prep w/ water",food product
fda,"Soup, vegetable beef, canned, cond, prep w/ water",food product
fda,Sour cream,food product
fda,"Sour cream dip, any flavor",food product
fda,"Spaghetti w/ meat sauce, homemade",food product
fda,"Spaghetti, enriched, boiled",food product
fda,"Stew, beef and vegetable, canned",food product
fda,Sugar cookies,food product
fda,"Sugar, white, granulated",food product
fda,"Sunflower seeds (shelled), roasted, salted",food product
fda,Sweet & sour sauce,food product
fda,"Sweet potatoes, canned",food product
fda,Sweet roll/Danish pastry,food product
fda,"Syrup, chocolate",food product
fda,"Syrup, pancake",food product
fda,"Taco/tostada w/ beef and cheese, from Mexican carry-out",food product
fda,"Tea, decaffeinated, from tea bag",food product
fda,"Tea, from tea bag",food product
fda,Tomato catsup,food product
fda,"Tomato juice, bottled",food product
fda,"Tomato salsa, bottled",food product
fda,"Tomato sauce, plain, bottled",food product
fda,"Tortilla, flour",food product
fda,"Tuna noodle casserole, homemade",food product
fda,"Tuna, canned in water, drained",food product
fda,"Turkey breast, oven-roasted",food product
fda,"Turnip, fresh/frozen, boiled",food product
fda,Vegetable oil,food product
fda,"White beans, dry, boiled",food product
fda,"Wine, dry table, red/ white",food product
fda,"Yogurt, lowfat, fruit-flavored",food product
epa_nrp,"Product-NRTE-Ground, comminuted or otherwise nonintact meat",food product
epa_nrp,Product-Raw-Intact-Beef,food product
epa_nrp,"Product-RTE-other Fully Cooked, Not Sliced",food product
epa_nrp,"Product-RTE-Fully Cooked, Sausage Product",food product
epa_nrp,"Product-RTE-other Fully Cooked, Not Sliced",food product
epa_nrp,"Product-Thermally Processed, Commercially Sterile",food product
ctd,infant formula,food product
ctd,"fruit, canned",food product
ctd,"fruit, packaged",food product
ctd,"meat, canned",food product
ctd,"vegetables, canned",food product
ctd,"vegetables, packaged",food product
ctd,"beverage, caffeinated",food product
ctd,"tea, black",food product
ctd,"beverage, alcoholic",food product
ctd,baking soda,food product
ctd,butter,food product
ctd,"egg, chicken",food product
ctd,margarine,food product
ctd,ice cream,food product
ctd,"meat, pork",food product
ctd,"meat, bacon",food product
ctd,"meat, beef",food product
ctd,"meat, poultry",food product
ctd,"meat, processed",food product
ctd,cheese,food product
ctd,"milk, evaporated",food product
ctd,"milk, nonfat",food product
ctd,"milk, cow",food product
ctd,"meat, ground turkey",food product
ctd,"cheese, cottage",food product
ctd,"meat, beef tenderloin",food product
ctd,shrimp,food product
ctd,"meat, pork sausage",food product
ctd,"meat, ground chicken",food product
ctd,"meat, wiener",food product
ctd,"meat, ground lamb",food product
ctd,"cheese, cream",food product
ctd,"cheese, American",food product
ctd,"cheese, gouda",food product
ctd,"meat, duck",food product
ctd,"meat, ground pork",food product
ctd,"meat, ground beef",food product
ctd,dairy products,food product
ctd,meat,food product
ctd,"meat, calf liver",food product
ctd,"meat, chicken liver",food product
ctd,"milk, goat",food product
ctd,"tuna, canned",food product
ctd,"yogurt, lowfat",food product
ctd,milk,food product
ctd,"salmon, canned",food product
ctd,"tuna, canned albacore",food product
ctd,"tuna, canned light",food product
ctd,"tuna, canned white",food product
ctd,seafood,food product
ctd,tea,food product
ctd,"tea, brick",food product
ctd,turkey,food product
ctd,"food, inorganic",food product
chem_theatre,Ground water,groundwater
CTD,"water, well",groundwater
CTD,abdominal muscles,human (other tissues or fluids)
CTD,adipose tissue,human (other tissues or fluids)
CTD,amniotic fluid,human (other tissues or fluids)
CTD,bone and bones,human (other tissues or fluids)
CTD,"cells, urothelial, exfoliated",human (other tissues or fluids)
CTD,colostrum,human (other tissues or fluids)
CTD,femur head,human (other tissues or fluids)
CTD,follicular fluid,human (other tissues or fluids)
CTD,frontal lobe,human (other tissues or fluids)
CTD,hair,human (other tissues or fluids)
CTD,kidney,human (other tissues or fluids)
CTD,lung,human (other tissues or fluids)
CTD,lymphocytes,human (other tissues or fluids)
CTD,"nail, finger",human (other tissues or fluids)
CTD,nails,human (other tissues or fluids)
CTD,"nails, finger",human (other tissues or fluids)
CTD,"nails, toe",human (other tissues or fluids)
CTD,occipital lobe,human (other tissues or fluids)
CTD,patella,human (other tissues or fluids)
CTD,pituitary gland,human (other tissues or fluids)
CTD,placenta,human (other tissues or fluids)
CTD,saliva,human (other tissues or fluids)
CTD,semen,human (other tissues or fluids)
CTD,sputum,human (other tissues or fluids)
CTD,sweat,human (other tissues or fluids)
CTD,thyroid gland,human (other tissues or fluids)
CTD,tibia,human (other tissues or fluids)
CTD,tooth,human (other tissues or fluids)
CTD,umbilical cord,human (other tissues or fluids)
CTD,urinary bladder,human (other tissues or fluids)
CTD,ventricular fluid,human (other tissues or fluids)
ctd,meconium,human (other tissues or fluids)
ctd,adenoid,human (other tissues or fluids)
ctd,"subcutaneous fat, abdominal",human (other tissues or fluids)
ctd,tear,human (other tissues or fluids)
ctd,bone,human (other tissues or fluids)
ctd,abdominal muscle,human (other tissues or fluids)
ctd,nail,human (other tissues or fluids)
ctd,"nail, toe",human (other tissues or fluids)
ctd,"cell, urothelial, exfoliated",human (other tissues or fluids)
ctd,erythrocyte,human blood (whole/serum/plasma)
ctd,blood cell,human blood (whole/serum/plasma)
ctd,brain,human blood (whole/serum/plasma)
ctd,"blood, cord",human blood (whole/serum/plasma)
ctd,"serum, cord",human blood (whole/serum/plasma)
ctd,"plasma, cord",human blood (whole/serum/plasma)
nhanes,Plasma,human blood (whole/serum/plasma)
nhanes,Blood,human blood (whole/serum/plasma)
nhanes,Serum,human blood (whole/serum/plasma)
CTD,blood,human blood (whole/serum/plasma)
CTD,"blood, fetal",human blood (whole/serum/plasma)
CTD,erythrocytes,human blood (whole/serum/plasma)
CTD,fetal blood,human blood (whole/serum/plasma)
CTD,plasma,human blood (whole/serum/plasma)
CTD,plasma,human blood (whole/serum/plasma)
CTD,"plasma, umbilical cord",human blood (whole/serum/plasma)
CTD,sera,human blood (whole/serum/plasma)
CTD,"sera, umbilical cord",human blood (whole/serum/plasma)
CTD,serum,human blood (whole/serum/plasma)
CTD,"air, indoor",indoor air
CTD,dust,indoor dust
CTD,"dust, house",indoor dust
ctd,"dust, indoor",indoor dust
ctd,"floor, bedroom",indoor dust
ctd,"floor, kitchen",indoor dust
ctd,"dust, carpet",indoor dust
chem_theatre,Plants,other-ecological
usgs_tissue,Animalia,other-ecological
usgs_tissue,Stizostedion canadense***retired***use Sander canadensis,other-ecological
usgs_tissue,Taxon Unknown,other-ecological
ip_chem_biota,Unknow spp.,other-ecological
ip_chem_biota,Venerupis decussata,other-ecological
ip_chem_biota,Fucus vesiculosus,other-ecological
ip_chem_biota,Fucus,other-ecological
ip_chem_biota,Fucus serratus,other-ecological
ip_chem_biota,Fucus ceranoides,other-ecological
nhanes,air,Personal air
CTD,"air, breath",Personal air
CTD,"air, breath, exhaled",Personal air
CTD,"air, personal",Personal air
CTD,breath,Personal air
CTD,automobiles,product
CTD,living room upholstery,product
ctd,sunscreen composite,product
ctd,bar soap,product
ctd,body lotion,product
ctd,body wash,product
ctd,carpet cleaner,product
ctd,cat litter,product
ctd,conditioner,product
ctd,deodorant,product
ctd,dish liquid,product
ctd,fabric refresher,product
ctd,facial cleanser,product
ctd,fragrance or perfume,product
ctd,hand soap,product
ctd,laundry detergent,product
ctd,shampoo,product
ctd,sunscreen,product
ctd,surface cleaner,product
ctd,paper,product
ctd,dishwasher detergent,product
ctd,nail polish,product
ctd,toilet bowl cleaner,product
ctd,car interior cleaner,product
ctd,cigarette,product
ctd,fuel,product
ctd,dye,product
ctd,perfume,product
ctd,polish or wax,product
ctd,mascara,product
ctd,"air freshener, car",product
ctd,hand sanitizer,product
ctd,foundation,product
ctd,lip balm,product
ctd,stain remover,product
ctd,carpet,product
ctd,"upholstery, living room",product
ctd,glass cleaner,product
ctd,polyurethane foam,product
ctd,insecticide,product
ctd,paint,product
ctd,child safety seat,product
ctd,hair gel,product
ctd,scrubbing powder,product
ctd,incense stick,product
ctd,e-liquid,product
ctd,product wipe,product
ctd,e-cigarette,product
ctd,e-cigarette vapor,product
ctd,air freshener,product
ctd,Borax,product
ctd,diaper,product
ctd,dryer sheet,product
ctd,facial lotion,product
ctd,floor cleaner,product
ctd,hair spray or mousse or gel,product
ctd,laundry bleach,product
ctd,lipstick,product
ctd,pillow protector,product
ctd,shaving cream,product
ctd,"shower curtain, vinyl",product
ctd,toothpaste,product
ctd,tub and tile cleaner,product
ctd,wet mop,product
ctd,ore,product
chem_theatre,Freshwater sediment,sediment
chem_theatre,Marine sediment,sediment
ctd,sediment,sediment
CTD,back,skin wipes
CTD,body regions,skin wipes
CTD,chest,skin wipes
CTD,"forearm, left",skin wipes
CTD,"forearm, right",skin wipes
CTD,hand,skin wipes
CTD,handwipes,skin wipes
CTD,"leg, lower, left",skin wipes
CTD,"leg, lower, right",skin wipes
CTD,"shoulder, left",skin wipes
CTD,"shoulder, right",skin wipes
CTD,skin,skin wipes
CTD,"thigh, left",skin wipes
CTD,"thigh, right",skin wipes
ctd,handwipe,skin wipes
ctd,body region,skin wipes
chem_theatre,Soil,"soil, or outdoor settled dust"
CTD,sand,"soil, or outdoor settled dust"
CTD,soil,"soil, or outdoor settled dust"
ctd,"dust, outdoor","soil, or outdoor settled dust"
chem_theatre,Freshwater,surface water
chem_theatre,Seawater,surface water
chem_theatre,SS,surface water
CTD,water,surface water
CTD,water,surface water
ctd,"water, rain",surface water
ctd,"water, sea",surface water
ctd,snow,surface water
ctd,house,unknown
ctd,automobile,unknown
ctd,macrophage,unknown
nhanes,Urine,urine
CTD,urine,urine
CTD,urine,urine
CTD,produce,vegetation
usgs_tissue,Alnus,vegetation
usgs_tissue,Artemisia tridentata,vegetation
usgs_tissue,Elodea,vegetation
usgs_tissue,Elodea canadensis,vegetation
usgs_tissue,Lysichiton americanus,vegetation
usgs_tissue,Magnoliopsida,vegetation
usgs_tissue,Malus,vegetation
usgs_tissue,Plantae,vegetation
usgs_tissue,Populus,vegetation
usgs_tissue,Potamogeton,vegetation
usgs_tissue,Potamogeton crispus,vegetation
usgs_tissue,Potamogeton pectinatus,vegetation
usgs_tissue,Rubus spectabilis,vegetation
usgs_tissue,Salicornia depressa,vegetation
usgs_tissue,Vaccinium,vegetation
usgs_tissue,Vaccinium parvifolium,vegetation
ices_biota,Fucus,vegetation
ices_biota,Fucus ceranoides,vegetation
ices_biota,Fucus serratus,vegetation
ices_biota,Fucus vesiculosus,vegetation
fda,"Apple (red), raw (w/ peel)",vegetation
fda,"Asparagus, fresh/frozen, boiled",vegetation
fda,"Avocado, raw",vegetation
fda,"Banana, raw",vegetation
fda,"Broccoli, fresh/frozen, boiled",vegetation
fda,"Brussels sprouts, fresh/frozen, boiled",vegetation
fda,"Cabbage, fresh, boiled",vegetation
fda,"Cantaloupe, raw/frozen",vegetation
fda,"Carrot, baby, raw",vegetation
fda,"Carrot, fresh, peeled, boiled",vegetation
fda,"Cauliflower, fresh/frozen, boiled",vegetation
fda,"Celery, raw",vegetation
fda,"Collards, fresh/frozen, boiled",vegetation
fda,"Corn, fresh/frozen, boiled",vegetation
fda,"Cucumber, peeled, raw",vegetation
fda,"Eggplant, fresh, peeled, boiled",vegetation
fda,"Grapefruit, raw",vegetation
