,substanceid,name,reported_chemical_name,reported_casrn,INNEW
1,1,ca_surf_sediment,methoxychlor,NA,1
2,2,ca_surf_sediment,lindane (gamma-bhc),NA,1
3,3,ca_surf_sediment,chlorthal-dimethyl,NA,1
4,4,ca_surf_sediment,diazinon,NA,1
5,5,ca_surf_sediment,endosulfan,NA,1
6,6,ca_surf_sediment,chlorpyrifos,NA,1
7,7,ca_surf_sediment,methyl parathion,NA,1
8,8,ca_surf_sediment,dicofol,NA,1
9,9,ca_surf_sediment,dicamba,NA,1
10,10,ca_surf_sediment,"2,4-DB",NA,1
11,11,ca_surf_sediment,mcpp,NA,1
12,12,ca_surf_sediment,MCPA,NA,1
13,13,ca_surf_sediment,endosulfan sulfate,NA,1
14,14,ca_surf_sediment,endosulfan II,NA,1
15,15,ca_surf_sediment,oxadiazon,NA,1
16,16,ca_surf_sediment,fipronil sulfide,NA,1
17,17,ca_surf_sediment,fipronil sulfone,NA,1
18,18,ca_surf_sediment,desulfinyl fipronil amide,NA,1
19,19,ca_surf_sediment,fluridone,NA,1
20,20,ca_surf_sediment,pebulate,NA,1
21,21,ca_surf_sediment,pendimethalin,NA,1
22,22,ca_surf_sediment,eptc,NA,1
23,23,ca_surf_sediment,thiobencarb,NA,1
24,24,ca_surf_sediment,cycloate,NA,1
25,25,ca_surf_sediment,napropamide,NA,1
26,26,ca_surf_sediment,atrazine,NA,1
27,27,ca_surf_sediment,oxyfluorfen,NA,1
28,28,ca_surf_sediment,lambda cyhalothrin,NA,1
29,29,ca_surf_sediment,piperonyl butoxide,NA,1
30,30,ca_surf_sediment,methidathion,NA,1
31,31,ca_surf_sediment,phosmet,NA,1
32,32,ca_surf_sediment,simazine,NA,1
33,33,ca_surf_sediment,azinphos-methyl,NA,1
34,34,ca_surf_sediment,malathion,NA,1
35,35,ca_surf_sediment,molinate,NA,1
36,36,ca_surf_sediment,prometryn,NA,1
37,37,ca_surf_sediment,carbofuran,NA,1
38,38,ca_surf_sediment,hexazinone,NA,1
39,39,ca_surf_sediment,permethrin,NA,1
40,40,ca_surf_sediment,carbaryl,NA,1
41,41,ca_surf_sediment,esfenvalerate,NA,1
42,42,ca_surf_sediment,ethalfluralin,NA,1
43,43,ca_surf_sediment,butylate,NA,1
44,44,ca_surf_sediment,bifenthrin,NA,1
45,45,ca_surf_sediment,ethoprop,NA,1
46,46,ca_surf_sediment,coumaphos,NA,1
47,47,ca_surf_sediment,disulfoton,NA,1
48,48,ca_surf_sediment,sulprofos,NA,1
49,49,ca_surf_sediment,tetrachlorvinphos,NA,1
50,50,ca_surf_sediment,fenthion,NA,1
51,51,ca_surf_sediment,naled,NA,1
52,52,ca_surf_sediment,mevinphos,NA,1
53,53,ca_surf_sediment,phorate,NA,1
54,54,ca_surf_sediment,DDVP,NA,1
55,55,ca_surf_sediment,cypermethrin,NA,1
56,56,ca_surf_sediment,cyfluthrin,NA,1
57,57,ca_surf_sediment,diquat dibromide,NA,1
58,58,ca_surf_sediment,methoprene,NA,1
59,59,ca_surf_sediment,para-chloro-meta-cresol,NA,1
60,60,ca_surf_sediment,pentachlorophenol,NA,1
61,61,ca_surf_sediment,"1,4-dichlorobenzene (p-DCB0",NA,1
62,62,ca_surf_sediment,"2,4-xylenol",NA,1
63,63,ca_surf_sediment,fonofos,NA,1
64,64,ca_surf_sediment,sulfotep,NA,1
65,65,ca_surf_sediment,trichlorophon,NA,1
66,66,ca_surf_sediment,dimethoate,NA,1
67,67,ca_surf_sediment,fenitrothion,NA,1
68,68,ca_surf_sediment,deltamethrin,NA,1
69,69,ca_surf_sediment,ddt,NA,1
70,70,ca_surf_sediment,alpha BHC,NA,1
71,71,ca_surf_sediment,heptachlor,NA,1
72,72,ca_surf_sediment,ddd,NA,1
73,73,ca_surf_sediment,chlordane,NA,1
74,74,ca_surf_sediment,dieldrin,NA,1
75,75,ca_surf_sediment,endrin aldehyde,NA,1
76,76,ca_surf_sediment,dde,NA,1
77,77,ca_surf_sediment,endrin,NA,1
78,78,ca_surf_sediment,bhc (other than gamma isomer),NA,1
79,79,ca_surf_sediment,"chlordane, other",NA,1
80,80,ca_surf_sediment,s-cypermethrin,NA,1
81,81,ca_surf_sediment,fluvalinate,NA,1
82,82,ca_surf_sediment,trifluralin,NA,1
83,83,ca_surf_sediment,fenpropathrin,NA,1
84,84,ca_surf_sediment,alachlor,NA,1
85,85,ca_surf_sediment,metolachlor,NA,1
86,86,ca_surf_sediment,camphor,NA,1
87,87,ca_surf_sediment,prometon,NA,1
88,88,ca_surf_sediment,deet,NA,1
89,89,ca_surf_sediment,bromacil,NA,1
90,90,ca_surf_sediment,pcnb,NA,1
91,91,ca_surf_sediment,phenothrin,NA,1
92,92,ca_surf_sediment,allethrin,NA,1
93,93,ca_surf_sediment,chlorothalonil,NA,1
94,94,ca_surf_sediment,terbuthylazine,NA,1
95,95,ca_surf_sediment,resmethrin,NA,1
96,96,ca_surf_sediment,fipronil,NA,1
97,97,ca_surf_sediment,propiconazole,NA,1
98,98,ca_surf_sediment,iprodione,NA,1
99,99,ca_surf_sediment,tebuconazole,NA,1
100,100,ca_surf_sediment,myclobutanil,NA,1
101,101,ca_surf_sediment,propyzamide,NA,1
102,102,ca_surf_sediment,prallethrin,NA,1
103,103,ca_surf_sediment,tetramethrin,NA,1
104,104,ca_surf_sediment,fenarimol,NA,1
105,105,ca_surf_sediment,dimethomorph,NA,1
106,106,ca_surf_sediment,clomazone,NA,1
107,107,ca_surf_sediment,propanil,NA,1
108,108,ca_surf_sediment,triadimefon,NA,1
109,109,ca_surf_sediment,methamidophos,NA,1
110,110,ca_surf_sediment,"pyrethrins, other related",NA,1
111,111,ca_surf_sediment,pyrethrins,NA,1
112,112,ca_surf_sediment,beta-cyfluthrin,NA,1
113,113,ca_surf_sediment,gamma-cyhalothrin,NA,1
114,114,ca_surf_sediment,triallate,NA,1
115,115,ca_surf_sediment,benefin,NA,1
116,116,ca_surf_sediment,propargite,NA,1
117,117,ca_surf_update_sediment,carbofuran,NA,1
122,122,ca_surf_update_sediment,diazinon,NA,1
123,123,ca_surf_update_sediment,thiobencarb,NA,1
124,124,ca_surf_update_sediment,triflumizole,NA,1
125,125,ca_surf_update_sediment,napropamide,NA,1
126,126,ca_surf_update_sediment,lambda cyhalothrin,NA,1
127,127,ca_surf_update_sediment,allethrin,NA,1
128,128,ca_surf_update_sediment,clomazone,NA,1
129,129,ca_surf_update_sediment,molinate,NA,1
130,130,ca_surf_update_sediment,esfenvalerate,NA,1
131,131,ca_surf_update_sediment,dithiopyr,NA,1
132,132,ca_surf_update_sediment,atrazine,NA,1
133,133,ca_surf_update_sediment,eptc,NA,1
134,134,ca_surf_update_sediment,azoxystrobin,NA,1
135,135,ca_surf_update_sediment,resmethrin,NA,1
136,136,ca_surf_update_sediment,phosmet,NA,1
137,137,ca_surf_water,"2,4-D",NA,1
138,138,ca_surf_water,"mcpa, dimethylamine salt",NA,1
139,139,ca_surf_water,dicamba,NA,1
140,140,ca_surf_water,chlorpyrifos,NA,1
141,141,ca_surf_water,diazinon,NA,1
142,142,ca_surf_water,eptc,NA,1
143,143,ca_surf_water,napropamide,NA,1
144,144,ca_surf_water,trifluralin,NA,1
145,145,ca_surf_water,butylate,NA,1
146,146,ca_surf_water,malathion,NA,1
147,147,ca_surf_water,methidathion,NA,1
148,148,ca_surf_water,cyanazine,NA,1
149,149,ca_surf_water,molinate,NA,1
150,150,ca_surf_water,simazine,NA,1
151,151,ca_surf_water,carbaryl,NA,1
152,152,ca_surf_water,atrazine,NA,1
153,153,ca_surf_water,fonofos,NA,1
154,154,ca_surf_water,carbofuran,NA,1
155,155,ca_surf_water,metolachlor,NA,1
156,156,ca_surf_water,chlorthal-dimethyl,NA,1
157,157,ca_surf_water,pebulate,NA,1
158,158,ca_surf_water,alachlor,NA,1
159,159,ca_surf_water,thiobencarb,NA,1
160,160,ca_surf_water,DDVP,NA,1
161,161,ca_surf_water,endosulfan II,NA,1
162,162,ca_surf_water,3-hydroxycarbofuran,NA,1
163,163,ca_surf_water,aldicarb sulfoxide,NA,1
164,164,ca_surf_water,methomyl,NA,1
165,165,ca_surf_water,methyl paraoxon,NA,1
166,166,ca_surf_water,azinphos-methyl-oa,NA,1
167,167,ca_surf_water,oxamyl,NA,1
168,168,ca_surf_water,endosulfan sulfate,NA,1
169,169,ca_surf_water,chlorpyrifos OA,NA,1
170,170,ca_surf_water,aldicarb sulfone,NA,1
171,171,ca_surf_water,phosalone OA,NA,1
172,172,ca_surf_water,aldicarb,NA,1
173,173,ca_surf_water,methiocarb,NA,1
174,174,ca_surf_water,ethyl parathion,NA,1
175,175,ca_surf_water,methidathion OA,NA,1
176,176,ca_surf_water,phosmet-oa,NA,1
177,177,ca_surf_water,azinphos-methyl,NA,1
178,178,ca_surf_water,ethyl parathion OA (paraoxon),NA,1
179,179,ca_surf_water,phosmet,NA,1
180,180,ca_surf_water,malaoxon,NA,1
181,181,ca_surf_water,endosulfan,NA,1
182,182,ca_surf_water,methiocarb sulfoxide,NA,1
183,183,ca_surf_water,methiocarb sulfone,NA,1
184,184,ca_surf_water,dimethoate,NA,1
185,185,ca_surf_water,methyl parathion,NA,1
186,186,ca_surf_water,phorate,NA,1
187,187,ca_surf_water,diazoxon,NA,1
188,188,ca_surf_water,phosalone,NA,1
189,189,ca_surf_water,ethoprop,NA,1
190,190,ca_surf_water,barban,NA,1
191,191,ca_surf_water,tebuthiuron,NA,1
192,192,ca_surf_water,trichloronate,NA,1
193,193,ca_surf_water,benomyl,NA,1
194,194,ca_surf_water,mexacarbate,NA,1
195,195,ca_surf_water,demeton,NA,1
196,196,ca_surf_water,siduron,NA,1
197,197,ca_surf_water,fenthion,NA,1
198,198,ca_surf_water,methyl trithion,NA,1
199,199,ca_surf_water,diphenamid,NA,1
200,200,ca_surf_water,fluometuron,NA,1
201,201,ca_surf_water,propachlor,NA,1
202,202,ca_surf_water,monuron,NA,1
203,203,ca_surf_water,sulprofos,NA,1
204,204,ca_surf_water,fensulfothion,NA,1
205,205,ca_surf_water,prometon,NA,1
206,206,ca_surf_water,merphos,NA,1
207,207,ca_surf_water,neburon,NA,1
208,208,ca_surf_water,aminocarb,NA,1
209,209,ca_surf_water,ethion,NA,1
210,210,ca_surf_water,chloroxuron,NA,1
211,211,ca_surf_water,bromacil,NA,1
212,212,ca_surf_water,linuron,NA,1
213,213,ca_surf_water,diuron,NA,1
214,214,ca_surf_water,disulfoton,NA,1
215,215,ca_surf_water,chlorpropham,NA,1
216,216,ca_surf_water,pendimethalin,NA,1
217,217,ca_surf_water,ronnel,NA,1
218,218,ca_surf_water,fenuron,NA,1
219,219,ca_surf_water,coumaphos,NA,1
220,220,ca_surf_water,naled,NA,1
221,221,ca_surf_water,mevinphos,NA,1
222,222,ca_surf_water,methyl isothiocyanate,NA,1
223,223,ca_surf_water,propham,NA,1
224,224,ca_surf_water,propoxur,NA,1
225,225,ca_surf_water,triclopyr,NA,1
226,226,ca_surf_water,carbophenothion,NA,1
227,227,ca_surf_water,isofenphos,NA,1
228,228,ca_surf_water,"S,S,S-tributyl phosphorotrithioate",NA,1
229,229,ca_surf_water,dieldrin,NA,1
230,230,ca_surf_water,heptachlor epoxide,NA,1
231,231,ca_surf_water,oxadiazon,NA,1
232,232,ca_surf_water,heptachlor,NA,1
233,233,ca_surf_water,chlordane,NA,1
234,234,ca_surf_water,endrin,NA,1
235,235,ca_surf_water,ddt,NA,1
236,236,ca_surf_water,mirex,NA,1
237,237,ca_surf_water,"chlordane, other",NA,1
238,238,ca_surf_water,lindane (gamma-bhc),NA,1
239,239,ca_surf_water,nonachlor,NA,1
240,240,ca_surf_water,hexazinone,NA,1
241,241,ca_surf_water,metribuzin,NA,1
242,242,ca_surf_water,prometryn,NA,1
243,243,ca_surf_water,propanil,NA,1
244,244,ca_surf_water,ethalfluralin,NA,1
245,245,ca_surf_water,chlorothalonil,NA,1
246,246,ca_surf_water,propyzamide,NA,1
247,247,ca_surf_water,silvex,NA,1
248,248,ca_surf_water,dde,NA,1
249,249,ca_surf_water,"acifluorfen, sodium salt",NA,1
250,250,ca_surf_water,oryzalin,NA,1
251,251,ca_surf_water,dinoseb,NA,1
252,252,ca_surf_water,dichlobenil,NA,1
253,253,ca_surf_water,chloramben,NA,1
254,254,ca_surf_water,triallate,NA,1
255,255,ca_surf_water,propargite,NA,1
256,256,ca_surf_water,picloram,NA,1
257,257,ca_surf_water,terbacil,NA,1
258,258,ca_surf_water,dichlorprop,NA,1
259,259,ca_surf_water,benefin,NA,1
260,260,ca_surf_water,clopyralid,NA,1
261,261,ca_surf_water,norflurazon,NA,1
262,262,ca_surf_water,"2,4,5-t",NA,1
263,263,ca_surf_water,esfenvalerate,NA,1
264,264,ca_surf_water,"dnoc, sodium salt",NA,1
265,265,ca_surf_water,permethrin,NA,1
266,266,ca_surf_water,bromoxynil octanoate,NA,1
267,267,ca_surf_water,terbufos,NA,1
268,268,ca_surf_water,"bentazon, sodium salt",NA,1
269,269,ca_surf_water,"2,4-DB",NA,1
270,270,ca_surf_water,"mcpb,sodium salt",NA,1
271,271,ca_surf_water,DEA,NA,1
272,272,ca_surf_water,"naptalam, sodium salt",NA,1
273,273,ca_surf_water,bhc (other than gamma isomer),NA,1
274,274,ca_surf_water,"2,6-diethylaniline",NA,1
275,275,ca_surf_water,acetochlor,NA,1
276,276,ca_surf_water,dcpa acid metabolites,NA,1
277,277,ca_surf_water,"permethrin, other related",NA,1
278,278,ca_surf_water,dalapon,NA,1
279,279,ca_surf_water,aldrin,NA,1
280,280,ca_surf_water,demeton-s-methyl,NA,1
281,281,ca_surf_water,ddd,NA,1
282,282,ca_surf_water,mcpp,NA,1
283,283,ca_surf_water,endrin aldehyde,NA,1
284,284,ca_surf_water,oxydemeton-methyl,NA,1
285,285,ca_surf_water,methoxychlor,NA,1
286,286,ca_surf_water,toxaphene,NA,1
287,287,ca_surf_water,aroclor,NA,1
288,288,ca_surf_water,"4(2,4-DB), dimethylamine salt",NA,1
289,289,ca_surf_water,pyriproxyfen,NA,1
290,290,ca_surf_water,bifenthrin,NA,1
291,291,ca_surf_water,fenoxycarb,NA,1
292,292,ca_surf_water,hydramethylnon,NA,1
293,293,ca_surf_water,endrin ketone,NA,1
294,294,ca_surf_water,"1,1-dichloro-2,2-bis (p-chlorophenyl) ethane",NA,1
295,295,ca_surf_water,dicofol,NA,1
296,296,ca_surf_water,dmpa,NA,1
297,297,ca_surf_water,pcnb,NA,1
298,298,ca_surf_water,captan,NA,1
299,299,ca_surf_water,nitrofen,NA,1
300,300,ca_surf_water,lambda cyhalothrin,NA,1
301,301,ca_surf_water,DACT,NA,1
302,302,ca_surf_water,ACET,NA,1
303,303,ca_surf_water,fenamiphos,NA,1
304,304,ca_surf_water,profenofos,NA,1
305,305,ca_surf_water,metolachlor OXA (oxanilic acid),NA,1
306,306,ca_surf_water,metolachlor ESA (ethane sulfonic acid),NA,1
307,307,ca_surf_water,alachlor OXA (oxanilic acid),NA,1
308,308,ca_surf_water,alachlor ESA (ethane sulfonic acid),NA,1
309,309,ca_surf_water,cycloate,NA,1
310,310,ca_surf_water,epn,NA,1
311,311,ca_surf_water,ametryne,NA,1
312,312,ca_surf_water,tetrachlorvinphos,NA,1
313,313,ca_surf_water,prothiofos,NA,1
314,314,ca_surf_water,propazine,NA,1
315,315,ca_surf_water,terbuthylazine,NA,1
316,316,ca_surf_water,terbutryn,NA,1
317,317,ca_surf_water,simetryn,NA,1
318,318,ca_surf_water,atraton,NA,1
319,319,ca_surf_water,sulfotep,NA,1
320,320,ca_surf_water,carbendazim (methyl 2-benzimidazolecarbamate),NA,1
321,321,ca_surf_water,"total chlorthal dimethyl (dcpa, mtp & tpa combined)",NA,1
322,322,ca_surf_water,cyfluthrin,NA,1
323,323,ca_surf_water,cypermethrin,NA,1
324,324,ca_surf_water,deltamethrin,NA,1
325,325,ca_surf_water,fenpropathrin,NA,1
326,326,ca_surf_water,desulfinyl fipronil amide,NA,1
327,327,ca_surf_water,fipronil sulfone,NA,1
328,328,ca_surf_water,desulfinyl fipronil,NA,1
329,329,ca_surf_water,fipronil amide,NA,1
330,330,ca_surf_water,MCPA,NA,1
331,331,ca_surf_water,resmethrin,NA,1
332,332,ca_surf_water,oxyfluorfen,NA,1
333,333,ca_surf_water,fipronil,NA,1
334,334,ca_surf_water,prodiamine,NA,1
335,335,ca_surf_water,fipronil sulfide,NA,1
336,336,ca_surf_water,thiram,NA,1
337,337,ca_surf_water,acephate,NA,1
338,338,ca_surf_water,methamidophos,NA,1
339,339,ca_surf_water,bensulide,NA,1
340,340,ca_surf_water,imidacloprid,NA,1
341,341,ca_surf_water,imidacloprid guanidine olefin,NA,1
342,342,ca_surf_water,methoxyfenozide,NA,1
343,343,ca_surf_water,imidacloprid urea,NA,1
344,344,ca_surf_water,trifloxystrobin,NA,1
345,345,ca_surf_water,kresoxim-methyl,NA,1
346,346,ca_surf_water,imidacloprid olefin,NA,1
347,347,ca_surf_water,azoxystrobin,NA,1
348,348,ca_surf_water,tebufenozide,NA,1
349,349,ca_surf_water,pyraclastrobin,NA,1
350,350,ca_surf_water,imidacloprid guanidine,NA,1
351,351,ca_surf_water,hexachlorobenzene,NA,1
352,352,ca_surf_water,dinitro cresol,NA,1
353,353,ca_surf_water,bromoxynil,NA,1
354,354,ca_surf_water,metalaxyl,NA,1
355,355,ca_surf_water,imazaquin,NA,1
356,356,ca_surf_water,bendiocarb,NA,1
357,357,ca_surf_water,mcpb,NA,1
358,358,ca_surf_water,bentazon,NA,1
359,359,ca_surf_water,imazethapyr,NA,1
360,360,ca_surf_water,propiconazole,NA,1
361,361,ca_surf_water,flumetsulam,NA,1
362,362,ca_surf_water,nicosulfuron,NA,1
363,363,ca_surf_water,glyphosate,NA,1
364,364,ca_surf_water,pentachlorophenol,NA,1
365,365,ca_surf_water,tefluthrin,NA,1
366,366,ca_surf_water,dicrotophos,NA,1
367,367,ca_surf_water,disulfoton sulfone,NA,1
368,368,ca_surf_water,2-ethyl-6-methylanilin,NA,1
369,369,ca_surf_water,"2-chloro-N-(2,6-diethylphenyl) acetamide",NA,1
370,370,ca_surf_water,phoratoxon,NA,1
371,371,ca_surf_water,sulfometuron methyl,NA,1
372,372,ca_surf_water,4-cloc,NA,1
373,373,ca_surf_water,fenamiphos sulfoxide,NA,1
374,374,ca_surf_water,"3,5-dicloro aniline",NA,1
375,375,ca_surf_water,fenamiphos sulfone,NA,1
376,376,ca_surf_water,myclobutanil,NA,1
377,377,ca_surf_water,iprodione,NA,1
378,378,ca_surf_water,CIAT (2-chloro-4-isopropylamine-6-amino-s-triazine),NA,1
379,379,ca_surf_water,terbufos oxon sulfone,NA,1
380,380,ca_surf_water,"3,4-dichloro aniline",NA,1
381,381,ca_surf_water,bensulfuron methyl,NA,1
382,382,ca_surf_water,ethion monoxon,NA,1
383,383,ca_surf_water,"2,4-D methyl ester",NA,1
384,384,ca_surf_water,CEAT (6-amino-2-chloro-4(ethylamino)-s-triazine),NA,1
385,385,ca_surf_water,dacthal monoacid,NA,1
386,386,ca_surf_water,aminomethylphosphonic acid,NA,1
387,387,ca_surf_water,glufosinate,NA,1
388,388,ca_surf_water,acrolein,NA,1
389,389,ca_surf_water,pyrethrins,NA,1
390,390,ca_surf_water,allethrin,NA,1
391,391,ca_surf_water,carfentrazone,NA,1
392,392,ca_surf_water,imazalil,NA,1
393,393,ca_surf_water,chlorfenvinphos,NA,1
394,394,ca_surf_water,pymetrozine,NA,1
395,395,ca_surf_water,fluvalinate,NA,1
396,396,ca_surf_water,tralomethrin,NA,1
397,397,ca_surf_water,ethylan,NA,1
398,398,ca_surf_water,Pirimiphos-methyl,NA,1
399,399,ca_surf_water,propetamphos,NA,1
400,400,ca_surf_water,vinclozolin,NA,1
401,401,ca_surf_water,cyhalofop butyl,NA,1
402,402,ca_surf_water,bispyribac sodium,NA,1
403,403,ca_surf_water,fenvalerate,NA,1
404,404,ca_surf_water,acetamiprid,NA,1
405,405,ca_surf_water,penoxsulam,NA,1
406,406,ca_surf_water,aminopyralid,NA,1
407,407,ca_surf_water,diphenylamine,NA,1
408,408,ca_surf_water,diquat dibromide,NA,1
409,409,ca_surf_water,triadimefon,NA,1
410,410,ca_surf_water,butachlor,NA,1
411,411,ca_surf_water,chlorpyrifos-methyl,NA,1
412,412,ca_surf_water,"triclopyr, butoxyethyl ester",NA,1
413,413,ca_surf_water,paraquat dichloride,NA,1
414,414,ca_surf_water,dichloran,NA,1
415,415,ca_surf_water,fenitrothion,NA,1
416,416,ca_surf_water,secbumeton,NA,1
417,417,ca_surf_water,monocrotophos,NA,1
418,418,ca_surf_water,tetramethrin,NA,1
419,419,ca_surf_water,clomazone,NA,1
420,420,ca_surf_water,cdec,NA,1
421,421,ca_surf_water,chlorobenzilate,NA,1
422,422,ca_surf_water,ciodrin,NA,1
423,423,ca_surf_water,thionazin,NA,1
424,424,ca_surf_water,bifenox,NA,1
425,425,ca_surf_water,phosphamidon,NA,1
426,426,ca_surf_water,diflubenzuron,NA,1
427,427,ca_surf_water,alpha BHC,NA,1
428,428,ca_surf_water,folpet,NA,1
429,429,ca_surf_water,procymidone,NA,1
430,430,ca_surf_water,dichlone,NA,1
431,431,ca_surf_water,isoxaben,NA,1
432,432,ca_surf_water,tetradifon,NA,1
433,433,ca_surf_water,thiabendazole,NA,1
434,434,ca_surf_water,captafol,NA,1
435,435,ca_surf_water,dithiopyr,NA,1
436,436,ca_surf_water,rimsulfuron,NA,1
437,437,ca_surf_water,anilazine,NA,1
438,438,ca_surf_water,prallethrin,NA,1
439,439,ca_surf_water,triflumizole,NA,1
440,440,ca_surf_water,profluralin,NA,1
441,441,ca_surf_water,chlorfenapyr,NA,1
442,442,ca_surf_water,indoxacarb,NA,1
443,443,ca_surf_water,s-cypermethrin,NA,1
444,444,ca_surf_water,halosulfuron-methyl,NA,1
445,445,ca_surf_water,dioxathion,NA,1
446,446,ca_surf_water,dichlofenthion,NA,1
447,447,ca_surf_water,famphur,NA,1
448,448,ca_surf_water,leptophos,NA,1
449,449,ca_surf_water,azinphos-ethyl,NA,1
450,450,ca_surf_water,aspon,NA,1
451,451,ca_surf_water,trichlorophon,NA,1
452,452,ca_surf_water,dipropetryn,NA,1
453,453,ca_surf_water,piperonyl butoxide,NA,1
454,454,ca_surf_water,phenothrin,NA,1
455,455,ca_surf_water,thiamethoxam,NA,1
456,456,ca_surf_water,fluridone,NA,1
457,457,ca_surf_water,clothianidin,NA,1
458,458,ca_surf_water,tebuconazole,NA,1
459,459,ca_surf_water,deet,NA,1
460,460,ca_surf_water,fenarimol,NA,1
461,461,ca_surf_water,methoprene,NA,1
462,462,ca_surf_water,"1,4-dichlorobenzene (p-DCB0",NA,1
463,463,ca_surf_water,camphor,NA,1
464,464,ca_surf_water,methyl bromide,NA,1
465,465,ca_surf_water,"2,4-xylenol",NA,1
466,466,ca_surf_water,"1,3-dichloropropene (1,3-D)",NA,1
467,467,ca_surf_water,para-chloro-meta-cresol,NA,1
468,468,ca_surf_water,xylene,NA,1
469,469,ca_surf_water,beta-cyfluthrin,NA,1
470,470,ca_surf_water,"pyrethrins, other related",NA,1
471,471,ca_surf_water,chlorantraniliprole,NA,1
472,472,ca_surf_water,malachite green,NA,1
473,473,ca_surf_water,chlorsulfuron,NA,1
474,474,ca_surf_update_water,fonofos,NA,1
475,475,ca_surf_update_water,deltamethrin,NA,1
476,476,ca_surf_update_water,methyl parathion,NA,1
477,477,ca_surf_update_water,fenpropathrin,NA,1
478,478,ca_surf_update_water,esfenvalerate,NA,1
479,479,ca_surf_update_water,sulfotep,NA,1
480,480,ca_surf_update_water,permethrin,NA,1
481,481,ca_surf_update_water,ethoprop,NA,1
482,482,ca_surf_update_water,cyfluthrin,NA,1
483,483,ca_surf_update_water,malathion,NA,1
484,484,ca_surf_update_water,fenitrothion,NA,1
485,485,ca_surf_update_water,diazinon,NA,1
486,486,ca_surf_update_water,chlorpyrifos,NA,1
487,487,ca_surf_update_water,bifenthrin,NA,1
488,488,ca_surf_update_water,s-cypermethrin,NA,1
489,489,ca_surf_update_water,chlorpyrifos-methyl,NA,1
490,490,ca_surf_update_water,lambda cyhalothrin,NA,1
495,495,ca_surf_update_water,fipronil sulfide,NA,1
496,496,ca_surf_update_water,thiobencarb,NA,1
497,497,ca_surf_update_water,pendimethalin,NA,1
498,498,ca_surf_update_water,piperonyl butoxide,NA,1
499,499,ca_surf_update_water,simazine,NA,1
501,501,ca_surf_update_water,cycloate,NA,1
502,502,ca_surf_update_water,fluridone,NA,1
505,505,ca_surf_update_water,propyzamide,NA,1
507,507,ca_surf_update_water,eptc,NA,1
509,509,ca_surf_update_water,resmethrin,NA,1
510,510,ca_surf_update_water,coumaphos,NA,1
511,511,ca_surf_update_water,indoxacarb,NA,1
512,512,ca_surf_update_water,clothianidin,NA,1
514,514,ca_surf_update_water,dimethomorph,NA,1
515,515,ca_surf_update_water,fluvalinate,NA,1
516,516,ca_surf_update_water,oxadiazon,NA,1
517,517,ca_surf_update_water,fipronil,NA,1
518,518,ca_surf_update_water,desulfinyl fipronil amide,NA,1
519,519,ca_surf_update_water,linuron,NA,1
521,521,ca_surf_update_water,methidathion,NA,1
524,524,ca_surf_update_water,fipronil sulfone,NA,1
526,526,ca_surf_update_water,prometryn,NA,1
527,527,ca_surf_update_water,fenarimol,NA,1
528,528,ca_surf_update_water,azinphos-methyl,NA,1
529,529,ca_surf_update_water,chlorantraniliprole,NA,1
530,530,ca_surf_update_water,tetramethrin,NA,1
531,531,ca_surf_update_water,benefin,NA,1
532,532,ca_surf_update_water,imazalil,NA,1
533,533,ca_surf_update_water,diuron,NA,1
534,534,ca_surf_update_water,diazoxon,NA,1
535,535,ca_surf_update_water,captan,NA,1
536,536,ca_surf_update_water,prometon,NA,1
537,537,ca_surf_update_water,propanil,NA,1
540,540,ca_surf_update_water,carbaryl,NA,1
541,541,ca_surf_update_water,fenhexamid,NA,1
543,543,ca_surf_update_water,dithiopyr,NA,1
544,544,ca_surf_update_water,allethrin,NA,1
547,547,ca_surf_update_water,oxyfluorfen,NA,1
548,548,ca_surf_update_water,clomazone,NA,1
551,551,ca_surf_update_water,napropamide,NA,1
552,552,ca_surf_update_water,acetamiprid,NA,1
554,554,ca_surf_update_water,atrazine,NA,1
555,555,ca_surf_update_water,phosmet,NA,1
556,556,ca_surf_update_water,triadimefon,NA,1
557,557,ca_surf_update_water,triallate,NA,1
558,558,ca_surf_update_water,carbendazim (methyl 2-benzimidazolecarbamate),NA,1
559,559,ca_surf_update_water,methoxyfenozide,NA,1
563,563,ca_surf_update_water,cyhalofop butyl,NA,1
564,564,ca_surf_update_water,pebulate,NA,1
565,565,ca_surf_update_water,thiamethoxam,NA,1
566,566,ca_surf_update_water,fenthion,NA,1
568,568,ca_surf_update_water,methoprene,NA,1
569,569,ca_surf_update_water,thiacloprid,NA,1
570,570,ca_surf_update_water,ethalfluralin,NA,1
571,571,ca_surf_update_water,penoxsulam,NA,1
572,572,ca_surf_update_water,chlorthal-dimethyl,NA,1
574,574,ca_surf_update_water,desulfinyl fipronil,NA,1
575,575,ca_surf_update_water,dinotefuran,NA,1
577,577,ca_surf_update_water,butylate,NA,1
579,579,ca_surf_update_water,propargite,NA,1
580,580,ca_surf_update_water,phenothrin,NA,1
581,581,ca_surf_update_water,chlorothalonil,NA,1
582,582,ca_surf_update_water,cyprodinil,NA,1
583,583,ca_surf_update_water,molinate,NA,1
584,584,ca_surf_update_water,carbofuran,NA,1
585,585,ca_surf_update_water,pyrimethanil,NA,1
587,587,ca_surf_update_water,azoxystrobin,NA,1
588,588,ca_surf_update_water,hexazinone,NA,1
589,589,ca_surf_update_water,sulprofos,NA,1
